STATION,STATION_NAME,DATE,MNTM
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19290301,33
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19290401,69
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19290501,142
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19290601,190
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19290701,215
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19290801,199
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19290901,177
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19291001,102
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19291101,48
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19291201,-22
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300101,-26
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300201,-4
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300301,21
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300401,74
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300501,142
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300601,208
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300701,214
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300801,198
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19300901,192
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19301001,93
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19301101,45
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19301201,-17
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310101,-33
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310201,-33
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310301,13
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310401,80
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310501,138
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310601,176
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310701,223
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310801,208
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19310901,182
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19311001,134
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19311101,81
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19311201,5
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320101,19
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320201,-28
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320301,-3
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320401,69
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320501,138
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320601,174
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320701,207
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320801,214
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19320901,164
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19321001,118
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19321101,40
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19321201,13
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330101,12
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330201,-13
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330301,-1
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330401,63
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330501,149
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330601,191
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330701,201
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330801,201
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19330901,169
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19331001,103
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19331101,19
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19331201,-44
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340101,-29
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340201,-99
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340301,-1
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340401,78
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340501,148
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340601,185
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340701,220
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340801,187
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19340901,177
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19341001,86
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19341101,61
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19341201,-33
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350101,-59
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350201,-37
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350301,26
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350401,65
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350501,122
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350601,176
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350701,215
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350801,206
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19350901,154
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19351001,109
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19351101,61
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19351201,-45
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360101,-42
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360201,-68
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360301,50
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360401,58
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360501,146
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360601,178
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360701,200
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360801,201
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19360901,161
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19361001,105
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19361101,26
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19361201,3
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370101,17
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370201,-6
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370301,-5
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370401,61
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370501,143
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370601,183
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370701,218
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370801,225
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19370901,158
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19371001,100
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19371101,50
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19371201,-21
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380101,-37
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380201,-18
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380301,30
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380401,87
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380501,124
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380601,182
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380701,210
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380801,220
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19380901,158
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19381001,126
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19381101,66
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19381201,-3
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390101,-34
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390201,-11
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390301,-4
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390401,53
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390501,133
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390601,182
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390701,212
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390801,227
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19390901,164
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19391001,110
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19391101,32
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19391201,-6
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400101,-70
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400201,-30
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400301,-14
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400401,51
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400501,125
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400601,173
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400701,209
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400801,191
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19400901,161
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19401001,86
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19401101,43
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19401201,-3
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410101,-52
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410201,-30
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410301,-11
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410401,100
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410501,143
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410601,188
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410701,209
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410801,201
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19410901,178
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19411001,117
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19411101,75
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19411201,5
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420101,-37
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420201,-42
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420301,34
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420401,89
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420501,157
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420601,186
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420701,206
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420801,201
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19420901,172
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19421001,120
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19421101,50
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19421201,-34
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430101,-49
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430201,-19
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430301,10
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430401,53
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430501,137
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430601,204
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430701,223
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430801,207
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19430901,165
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19431001,113
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19431101,49
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19431201,-30
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440101,-18
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440201,-29
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440301,3
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440401,62
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440501,171
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440601,186
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440701,225
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440801,225
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19440901,175
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19441001,109
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19441101,49
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19441201,-25
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450101,-60
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450201,-25
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450301,71
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450401,108
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450501,121
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450601,185
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450701,212
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450801,203
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19450901,184
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19451001,105
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19451101,63
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19451201,-37
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460101,-34
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460201,-39
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460301,75
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460401,68
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460501,135
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460601,185
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460701,210
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460801,187
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19460901,179
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19461001,137
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19461101,73
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19461201,-1
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470101,-11
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470201,-31
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470301,14
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470401,74
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470501,131
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470601,172
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470701,223
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470801,215
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19470901,168
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19471001,153
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19471101,35
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19471201,-25
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480101,-63
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480201,-45
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480301,21
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480401,77
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480501,120
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480601,166
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480701,218
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480801,219
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19480901,179
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19481001,108
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19481101,85
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19481201,5
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490101,3
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490201,-1
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490301,27
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490401,93
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490501,144
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490601,205
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490701,238
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490801,227
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19490901,162
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19491001,135
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19491101,48
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19491201,11
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500101,9
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500201,-36
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500301,-7
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500401,70
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500501,124
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500601,190
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500701,215
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500801,202
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19500901,149
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19501001,122
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19501101,74
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19501201,1
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510101,-5
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510201,0
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510301,25
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510401,92
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510501,141
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510601,177
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510701,220
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510801,203
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19510901,172
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19511001,116
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19511101,41
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19511201,3
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520101,-10
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520201,-12
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520301,13
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520401,91
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520501,130
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520601,199
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520701,242
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520801,213
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19520901,179
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19521001,106
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19521101,60
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19521201,2
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530101,0
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530201,3
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530301,30
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530401,82
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530501,140
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530601,198
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530701,214
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530801,208
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19530901,177
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19531001,124
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19531101,77
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19531201,27
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540101,-48
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540201,14
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540301,24
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540401,88
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540501,122
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540601,179
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540701,207
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540801,192
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19540901,155
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19541001,134
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19541101,53
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19541201,-4
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550101,-39
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550201,-14
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550301,17
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550401,83
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550501,157
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550601,177
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550701,235
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550801,223
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19550901,163
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19551001,117
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19551101,37
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19551201,-48
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,19560101,-27
